nct_id,url,brief_title,official_title,overall_status,study_type,phase,primary_purpose,category,participant_stage,enrollment,lead_sponsor,interventions,conditions,countries,has_us_site,country_count,location_count,multinational,has_public_locations,study_first_post_date,last_update_post_date,start_date,primary_completion_date,completion_date,primary_outcomes,excluded_reason
NCT02414347,https://clinicaltrials.gov/study/NCT02414347,F 18 T807 Tau PET Imaging of Alzheimer's Disease,F 18 T807 Tau PET Imaging of Alzheimer's Disease [IND# 123119] Protocol A,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,900,"Tammie L. S. Benzinger, MD, PhD",F 18 T807,Alzheimer Disease,United States,True,1,1,False,True,2015-04-10,2026-06-08,2014-10-23,2026-10,2026-12,"F 18 T807 Standard Uptake Value Ratios (SUVR) will be correlated with other imaging modalities (MRI, PET amyloid imaging) and cognitive performance.",
NCT02434393,https://clinicaltrials.gov/study/NCT02434393,Characterizing Cognitive Decline in Late Life Depression: The ADNI Depression Project,Characterizing Cognitive Decline in Late Life Depression: The Alzheimer's Disease Neuroimaging Initiative - Depression Project,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,120,University of Southern California,,Major Depression; Late Life Depression (LLD),United States,True,1,2,False,True,2015-05-05,2025-11-25,2015-03-04,2027-05,2027-05,Rate of Change in neuropsychological measures of executive function as measured by the Digit Symbol Substitution Test using total correct.; Rate of Change in expressive language as measured by the Boston Naming Test using total correct.; Rate of change in learning and memory as measured by the Rey Auditory Verbal Learning Test using total correct and delayed recall.,
NCT02438202,https://clinicaltrials.gov/study/NCT02438202,Electroconvulsive Therapy for Treatment of Alzheimer´s Disease,Electroconvulsive Therapy for Treatment of Alzheimer´s Disease,NOT_YET_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Moderate or later dementia,15,"Central Institute of Mental Health, Mannheim",Thymatron IV device (Somatics),Alzheimer's Disease,,False,0,0,False,False,2015-05-08,2025-04-03,2026-12,2028-01,2028-01,Change in Cognition,
NCT02485730,https://clinicaltrials.gov/study/NCT02485730,Early Identification of Markers in Alzheimer's Families / ALFA,Cohort Study for Early Identification of Markers in Cognitively Healthy Family Members of Patients With Alzheimer's Disease,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Preclinical or elevated-risk,419,"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation",,Alzheimer's Disease,Spain,False,1,1,False,True,2015-06-30,2025-05-31,2016-10-25,2025-12-31,2025-12-31,Change from preclinical phase of AD to Mild Cognitive Impairment.,
NCT02564692,https://clinicaltrials.gov/study/NCT02564692,GeneMatch: A Program of the Alzheimer's Prevention Registry to Match Individuals to Studies Based on Apolipoprotein E (APOE) Genotype,Alzheimer's Prevention Registry GeneMatch Program,ENROLLING_BY_INVITATION,OBSERVATIONAL,NOT_APPLICABLE,,Other Alzheimer clinical studies,Mixed or not specified,500000,Banner Health,,Alzheimer Disease,United States,True,1,1,False,True,2015-10-01,2025-12-09,2015-11,2030-12,2030-12,Number of individuals who enroll in GeneMatch,
NCT02649985,https://clinicaltrials.gov/study/NCT02649985,"PET Brain Imaging in Multiple Sclerosis, Alzheimer's Disease, and Other Neurological and Neuropsychiatric Diseases","Microglial Activation PET Brain Imaging in Multiple Sclerosis, Alzheimer's Disease, and Other Neurological and Neuropsychiatric Diseases",RECRUITING,INTERVENTIONAL,PHASE1+PHASE2,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Mixed or not specified,250,Brigham and Women's Hospital,[F-18]PBR06; [C-11]PBR28,Multiple Sclerosis; Alzheimer's Disease,United States,True,1,1,False,True,2016-01-08,2026-01-28,2016-05-02,2027-12-31,2027-12-31,Standardized uptake values (SUV)/Standardized uptake value ratios (SUVR),
NCT02685969,https://clinicaltrials.gov/study/NCT02685969,Brain Characterization of Amyloid Protein and Glucose Metabolism of ALFA Project Participants,Characterization of Cerebral Amyloid Deposition With 18F-Flutemetamol PET and of Glucose Metabolism With 18F-FDG PET in Individuals Enrolled in the ALFA Project.,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,570,"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation",18F-Flutemetamol & 18F-FDG,Alzheimer's Disease,Spain,False,1,1,False,True,2016-02-19,2025-05-31,2017-03-01,2026-12-31,2027-12-31,Prevalence of a positive 18F-Flutemetamol scan,
NCT02800395,https://clinicaltrials.gov/study/NCT02800395,Influence of Oxidative Stress and Nutrition Biomarkers on the Cognitive Decline Evolution in Alzheimer Disease,Influence of Oxidative Stress and Nutrition Biomarkers on the Cognitive Decline Evolution in Alzheimer Disease,RECRUITING,INTERVENTIONAL,NA,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Mixed or not specified,350,Hospices Civils de Lyon,Malnutrition screening and perioperative nutritional support,Alzheimer Disease,France,False,1,1,False,True,2016-06-15,2021-04-30,2014-12,2026-12,2026-12,"Change (evolution) of patient's cognitive profile evaluation measured by MMSE score method during memory consultation follow-up, every 6 months until patient loss.",
NCT02811653,https://clinicaltrials.gov/study/NCT02811653,Motor Slowing and Its Lesion-related Correlates in Alzheimer's Disease,Motor Slowing and Its Lesion-related Correlates in Alzheimer's Disease,RECRUITING,INTERVENTIONAL,NA,BASIC_SCIENCE,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,155,"Centre Hospitalier Universitaire, Amiens",Brain MRI; neuropsychological evaluation; Blood,Alzheimer Disease,France,False,1,1,False,True,2016-06-23,2026-05-28,2015-12-16,2028-12-16,2028-12-16,median SRT (simple reaction time) to a stimulus (in milliseconds),
NCT02939612,https://clinicaltrials.gov/study/NCT02939612,Stress Management Intervention in Early Stage Cancer: Randomized Controlled Trial,Testing a Computerized Interactive Stress Management Intervention in Early Stage Cancer: a Randomized Controlled Trial,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,SUPPORTIVE_CARE,"Care, behavior, and quality of life",Early Alzheimer’s disease,200,Oslo University Hospital,App for stress management,"Cancer; Stress, Psychological",Norway,False,1,1,False,True,2016-10-20,2025-03-20,2016-10,2020-08,2025-12-31,The Perceived Stress Scale (PSS-14),
NCT02951598,https://clinicaltrials.gov/study/NCT02951598,A Study of Health Care Use and Costs in Participants With Early Stage Alzheimer's Disease (AD),Longitudinal Cohort Study of Resource Use and Cost of Mild Cognitive Impairment and Mild Dementia Due to Alzheimer's Disease in the United States (GERAS-US),ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,1400,Eli Lilly and Company,Florbetapir F 18 PET Scan,Alzheimer Disease; Mild Cognitive Impairment,United States,True,1,77,False,True,2016-11-01,2025-10-24,2016-10-29,2021-01-30,2026-04-28,Mean Economic Cost Associated with Amyloid Positive AD,
NCT02958670,https://clinicaltrials.gov/study/NCT02958670,Imaging Tau Deposition in the Brain of Elderly Subjects,Imaging Tau Deposition in the Brain of Elderly Subjects,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,OTHER,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,141,University of Zurich,18F-AV-1451 (Tau-PET tracer),Mild Cognitive Impairment; Healthy; Alzheimer Disease; Neurocognitive Disorders,Switzerland,False,1,1,False,True,2016-11-08,2023-11-09,2016-11,2024-12,2029-12,Volume of Interest (VOI) or Voxel based assessment of 18F-AV-1451-PET-signal,
NCT02959502,https://clinicaltrials.gov/study/NCT02959502,Home-Based CR and tDCS to Enhance Cognition in Persons With Mild Cognitive Impairment and Late Life Depression,Home-Based Cognitive Remediation and Transcranial Direct Current Stimulation to Enhance Cognition in Persons With Mild Cognitive Impairment and Late Life Depression,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,OTHER,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,40,Centre for Addiction and Mental Health,Receive tDCS+CR; Facilitate tDCS + CR,Mild Cognitive Impairment; Major Depressive Disorder; Alzheimer's Dementia; Transcranial Direct Current Stimulation; tDCS,Canada,False,1,1,False,True,2016-11-09,2026-04-13,2016-10-31,2023-03-23,2026-12,"Feasibility of training a facilitator (caregiver) to facilitate the administration of CR+tDCS to their ""patient"" partner as indicated by a positive response in the Perceived Competence Scale at 24 months from study baseline.; Fidelity to delivering home-based CR+tDCS by a facilitator (caregiver) to the participant as indicated by the compliance rate during the induction phase and boosters.",
NCT03019757,https://clinicaltrials.gov/study/NCT03019757,"Distinguishing Between Alzheimer's Disease, Lewy Body Dementia, and Parkinson's Disease","Distinguishing Between Alzheimer's Disease, Lewy Body Dementia, and Parkinson's Disease",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,76,Douglas Scharre,DaTscan; F18-AV-45; FDG-PET; APOE genotype; Polysomnogram; Clinical Assessment,Alzheimer's Disease; Lewy Body Dementia; Parkinson's Disease,United States,True,1,1,False,True,2017-01-13,2025-03-30,2018-08-30,2026-12,2026-12,Mini Mental State Examination (MMSE-1); Wechsler Adult Intelligence Scale 4th edition (WAIS-4) Vocabulary; Wechsler Adult Intelligence Scale 4th edition (WAIS-4) Digit Span,
NCT03020381,https://clinicaltrials.gov/study/NCT03020381,Gait as Predictor of Dementia and Falls. The Gait and Brain Cohort Study,"Gait as Predictor of Cognitive Decline, Dementia, and Risk of Falls in MCI. A Cohort Study",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Care partners or care systems,600,Manuel Montero Odasso,,Gait Apraxia; Mild Cognitive Impairment; Subjective Cognitive Impairment; Cerebral Atrophy; Alzheimer Disease; Dementia,Canada,False,1,1,False,True,2017-01-13,2023-12-21,2007-12,2033-01,2033-01,Progression to Dementia; Type of Dementia,
NCT03035851,https://clinicaltrials.gov/study/NCT03035851,Aerobic Exercise for Older Adults at Increased Risk of Alzheimer's Disease and Related Dementias,Aerobic Exercise for Older Adults at Increased Risk of Alzheimer's Disease and Related Dementias: Harnessing Translational Physiology,RECRUITING,INTERVENTIONAL,NA,OTHER,"Care, behavior, and quality of life",Preclinical or elevated-risk,264,University of Calgary,Aerobic exercise; Stretch and Strength,Alzheimer Disease; Dementia,Canada,False,1,1,False,True,2017-01-30,2026-04-29,2017-01,2027-12-31,2027-12-31,Change in Cognition Assessed by Neuropsychological Test Battery,
NCT03082755,https://clinicaltrials.gov/study/NCT03082755,Nighttime Agitation and Restless Legs Syndrome in People With Alzheimer's Disease,Nighttime Agitation and Restless Legs Syndrome in People With Alzheimer's Disease,RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,156,University of Texas at Austin,Gabapentin Enacarbil; Placebo Oral Tablet,Alzheimer Disease,United States,True,1,1,False,True,2017-03-17,2022-05-18,2017-07-01,2022-08-31,2023-03-31,Nighttime Agitation - Cohen Mansfield Agitation Inventory (CMAI) - Direct Observation,
NCT03089827,https://clinicaltrials.gov/study/NCT03089827,Biodistribution of [11C]PIB in Patients With Risk Factors for Alzheimer's Disease,Biodistribution of [11C]PIB in Patients With Risk Factors for Alzheimer's Disease,ENROLLING_BY_INVITATION,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,800,Wake Forest University Health Sciences,,Alzheimer Disease; Mild Cognitive Impairment,United States,True,1,1,False,True,2017-03-24,2025-12-22,2014-05-21,2030-04,2031-04,Amyloid deposition,
NCT03098459,https://clinicaltrials.gov/study/NCT03098459,Illuminating Neuropsychological Dysfunction and Systemic Inflammatory Mechanisms Gleaned After Hospitalization in Trauma-ICU Study,Illuminating Neuropsychological Dysfunction and Systemic Inflammatory Mechanisms Gleaned After Hospitalization in Trauma-ICU Study,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Moderate or later dementia,432,Vanderbilt University Medical Center,Non-interventional observational prospective cohort study,Delirium; Cognitive Impairment; Alzheimer; Early Onset; Trauma; Polytrauma; Traumatic Brain Injury; ICU; Critical Illness,United States,True,1,1,False,True,2017-03-31,2026-01-13,2017-11-02,2022-02-25,2027-10,LTCI (Long-term Cognitive Impairment) as measured by the Repeatable Battery for the Assessment of Neuropsychological Status (RBANS),
NCT03108846,https://clinicaltrials.gov/study/NCT03108846,Escitalopram for Agitation in Alzheimer's Disease,Escitalopram for Agitation in Alzheimer's Disease,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,187,JHSPH Center for Clinical Trials,Escitalopram; Placebo,Dementia,Canada; United States,True,2,29,True,True,2017-04-11,2025-01-31,2018-01-03,2024-04-05,2025-05,modified- Alzheimer's Disease Cooperative Study--Clinical Global Impression of Change (mADCS-CGIC),
NCT03140865,https://clinicaltrials.gov/study/NCT03140865,Wake Forest Alzheimer's Disease Clinical Core,Wake Forest Alzheimer's Disease Clinical Core,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Preclinical or elevated-risk,850,Wake Forest University Health Sciences,,Alzheimer's Disease; Mild Cognitive Impairment; Prediabetic State,United States,True,1,1,False,True,2017-05-04,2026-03-27,2014-01,2030-01,2031-01,Change in performance on cognitive measures.,
NCT03152630,https://clinicaltrials.gov/study/NCT03152630,Research on the Early and Prognosis Diagnosis of Vascular Dementia,Research on the Early and Prognosis Diagnosis of Vascular Dementia,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,600,National Taiwan University Hospital,,Dementia,Taiwan,False,1,1,False,True,2017-05-15,2017-05-15,2016-03-30,2036-01,2036-01,Composite cardiovascular outcome,
NCT03174938,https://clinicaltrials.gov/study/NCT03174938,The Swedish BioFINDER 2 Study,The Swedish BioFINDER 2 Study,RECRUITING,INTERVENTIONAL,NA,DIAGNOSTIC,"Care, behavior, and quality of life",Preclinical or elevated-risk,2950,Skane University Hospital,"Flutemetamol F18 Injection; [18F]-RO6958948; Elecsys (Roche) Abeta42, Ttau and Ptau; Lumipulse (Fujirebio) Abeta42, Ttau and Ptau",Dementia; Alzheimer Disease; Parkinson Disease; Lewy Body Disease; Parkinson-Dementia Syndrome; Frontotemporal Degeneration; Semantic Dementia; Progressive Nonfluent Aphasia; Progressive Supranuclear Palsy; Corticobasal Degeneration; Multiple System Atrophy; Mild Cognitive Impairment; ALS (Amyotrophic Lateral Sclerosis),Sweden,False,1,2,False,True,2017-06-05,2026-04-06,2017-05-15,2036-12,2036-12,Clinical diagnosis; Clinical Dementia Rating-Sum of Boxes (CDR-SB),
NCT03217396,https://clinicaltrials.gov/study/NCT03217396,Biomarkers of Synaptic Damage in Multiple Sclerosis,Identification of New Biomarkers Useful to Define the Course of Multiple Sclerosis and Study of the Mechanisms That Promote Synaptic Damage,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,300,Neuromed IRCCS,lumbar puncture,Multiple Sclerosis; Parkinson Disease; Amyotrophic Lateral Sclerosis; Alzheimer Disease,Italy,False,1,1,False,True,2017-07-14,2022-10-28,2017-11-22,2026-09-01,2027-09-30,Identification of predictive biomarkers of SM using an ex vivo chimeric model,
NCT03233646,https://clinicaltrials.gov/study/NCT03233646,Retinal Imaging in Neurodegenerative Disease,Evaluating the Retinal and Choroidal Microvasculature and Structure Using Multimodal Retinal and Choroidal Imaging in Neurodegenerative Disease: iMIND Research Study,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,2000,Duke University,Retinal and Choroidal Imaging,Alzheimer's Disease; Mild Cognitive Impairment; Parkinson's Disease; Multiple Sclerosis; Huntington Disease; Lewy Body Dementia; Frontotemporal Dementia; Amyotrophic Lateral Sclerosis (ALS); APOE-4 Positive; Traumatic Brain Injury; Concussion; Post-Traumatic Stress Disorder; Down Syndrome; Neuro-Degenerative Disease; Normal Cognition,United States,True,1,1,False,True,2017-07-28,2026-02-04,2017-07-20,2026-12-31,2026-12-31,Change in ganglion cell-inner plexiform layer (GCIPL) thickness; Change in retinal nerve fiber layer (RNFL) thickness; Change in central subfield thickness (CST),
NCT03278119,https://clinicaltrials.gov/study/NCT03278119,Sleep Aging and Risk for Alzheimer's 2.0,Sleep Aging and Risk for Alzheimer's Resubmission 2.0,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Moderate or later dementia,158,NYU Langone Health,PET Scan and nocturnal polysomnography,Alzheimer Disease; Sleep Apnea,United States,True,1,1,False,True,2017-09-11,2026-03-30,2018-05-01,2026-12-25,2026-12-25,Establishing how mild-to-moderate OSA increases AD risk will inform novel preventive therapies for AD.,
NCT03402919,https://clinicaltrials.gov/study/NCT03402919,Comprehensive Assessment of Neurodegeneration and Dementia,The Comprehensive Assessment of Neurodegeneration and Dementia Study,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Care partners or care systems,1573,McGill University,,Dementia; Mild Cognitive Impairment (MCI); Subjective Cognitive Impairment; Parkinson's Disease (PD); Lewy Body Disease(LBD); Mixed Dementia; Frontotemporal Dementia (FTD); Alzheimer Disease (AD); Cognitively Unimpaired; Subjective Cognitive Decline (SCD),Canada,False,1,19,False,True,2018-01-18,2026-01-20,2016-06,2023-11,2029-12,Montreal Cognitive Assessment (MoCA) score,
NCT03454646,https://clinicaltrials.gov/study/NCT03454646,Comparison of Therapeutic Strategies With Cholinesterase Inhibitors (SOS TRIAL),Comparison of Therapeutic Strategies With Cholinesterase Inhibitors: Stop or Still (SOS) Trial,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,Other interventional treatment research,Care partners or care systems,1205,"University Hospital, Bordeaux","cholinesterase inhibitors (CI) (donepezil, galantamine or rivastigmine)",Alzheimer Disease; Cholinesterase Inhibitors,France,False,1,31,False,True,2018-03-06,2023-10-06,2024-06-01,2027-04-27,2027-09-15,The primary outcome is a combination of complete BADL dependency in bathing and dressing and/or institutionalization or death at 2 years after randomization.,
NCT03472664,https://clinicaltrials.gov/study/NCT03472664,Brain Energy for Amyloid Transformation in Alzheimer's Disease Study,Brain Energy for Amyloid Transformation in AD (BEAT-AD) Study,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,120,Wake Forest University Health Sciences,low carbohydrate/high fat diet; low fat/high carbohydrate diet,Alzheimer Disease; Mild Cognitive Impairment,United States,True,1,1,False,True,2018-03-21,2026-04-13,2018-07-16,2026-04,2026-04,Cerebrospinal Fluid (CSF) Abeta42,
NCT03503331,https://clinicaltrials.gov/study/NCT03503331,UAB Alzheimer's Disease Center Core Cohort - Imaging Substudy,UAB Alzheimer's Disease Center Core Cohort - Imaging Substudy,RECRUITING,INTERVENTIONAL,PHASE2,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Mixed or not specified,160,University of Alabama at Birmingham,[C-11]PiB-PET/MRI,Alzheimer Disease,United States,True,1,1,False,True,2018-04-19,2025-12-11,2018-04-20,2028-10,2028-10,Measurement of pathological beta-amyloid in the brain,
NCT03507257,https://clinicaltrials.gov/study/NCT03507257,Longitudinal Early-onset Alzheimer's Disease Study Protocol,Longitudinal Early-onset Alzheimer's Disease Study Protocol,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Care partners or care systems,850,Indiana University,Flortaucipir; Florbetaben; Fluorodeoxyglucose,Early Onset Alzheimer Disease; Alzheimer Disease; Mild Cognitive Impairment,Argentina; Netherlands; Spain; Sweden; United Kingdom; United States,True,6,23,True,True,2018-04-25,2026-02-18,2018-04-30,2026-05-31,2026-05-31,Rate of change in cognition as measured by the Alzheimer's Disease Assessment Scale-Cognitive (ADAS-Cog13),
NCT03556280,https://clinicaltrials.gov/study/NCT03556280,Multi-Center Study of Sensory Stimulation to Improve Brain Function,Multi-Center Study of Sensory Stimulation to Improve Brain Function (Overture Study),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Care partners or care systems,60,"Cognito Therapeutics, Inc.",GammaSense Stimulation System (Active Settings); GammaSense Stimulation System (Sham Settings),"Alzheimer Disease; Cognitive Impairment; Mild Cognitive Impairment; Dementia Alzheimers; Dementia, Mild; Dementia, Alzheimer Type; Dementia of Alzheimer Type; Dementia; Cognitive Impairment, Mild; Cognitive Decline",United States,True,1,5,False,True,2018-06-14,2021-08-24,2018-04-24,2020-08-01,2021-09,Alzheimer's Disease Assessment Scale- Cognitive Subscale (ADAS-Cog),
NCT03560960,https://clinicaltrials.gov/study/NCT03560960,Multi-Center Development of a Novel Diagnostic Test for Alzheimer's Disease,Multi-Center Development of a Novel Diagnostic Test for Alzheimer's Disease,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,EARLY_PHASE1,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,57,Boston University,Pramlintide challenge test,Alzheimer Disease; Mild Cognitive Impairment,United States,True,1,3,False,True,2018-06-19,2026-05-28,2020-02-04,2026-11,2026-11,Plasma Aβ 1-40 levels; Plasma Aβ1-42 levels; Plasma Aβ and t-tau changes,
